year,state,sport,gender,participants
2010,PA,Lacrosse,Girls,3419
2010,PA,Soccer,Boys,14633
2010,PA,Soccer,Girls,13179
2010,PA,Softball,Girls,15118
2010,PA,Swimming,Boys,4386
2010,PA,Swimming,Girls,6505
2010,PA,Tennis,Boys,6409
2010,PA,Tennis,Girls,7512
2010,PA,Track and Field,Boys,22229
2010,PA,Track and Field,Girls,18773
2010,PA,Volleyball,Boys,3637
2010,PA,Volleyball,Girls,16396
2010,PA,Wrestling,Boys,16751
2010,PA,Wrestling,Girls,342
2010,RI,Baseball,Boys,1466
2010,RI,Basketball,Boys,1744
2010,RI,Basketball,Girls,1443
2010,RI,Cross Country,Boys,635
2010,RI,Cross Country,Girls,528
2010,RI,Field Hockey,Girls,590
2010,RI,Football,Boys,3354
2010,RI,Football,Girls,4
2010,RI,Golf,Boys,502
2010,RI,Golf,Girls,195
2010,RI,Ice Hockey,Boys,359
2010,RI,Ice Hockey,Girls,62
2010,RI,Lacrosse,Boys,397
2010,RI,Lacrosse,Girls,260
2010,RI,Soccer,Boys,1134
2010,RI,Soccer,Girls,997
2010,RI,Softball,Girls,1155
2010,RI,Swimming,Boys,325
2010,RI,Swimming,Girls,495
2010,RI,Tennis,Boys,477
2010,RI,Tennis,Girls,560
2010,RI,Track and Field,Boys,1675
2010,RI,Track and Field,Girls,1406
2010,RI,Volleyball,Boys,169
2010,RI,Volleyball,Girls,1285
2010,RI,Wrestling,Boys,505
2010,RI,Wrestling,Girls,10
2010,SC,Baseball,Boys,7473
2010,SC,Basketball,Boys,8349
2010,SC,Basketball,Girls,7137
2010,SC,Cross Country,Boys,3292
2010,SC,Cross Country,Girls,2745
2010,SC,Football,Boys,16897
2010,SC,Football,Girls,21
2010,SC,Golf,Boys,2583
2010,SC,Golf,Girls,954
2010,SC,Soccer,Boys,5700
2010,SC,Soccer,Girls,5030
2010,SC,Softball,Girls,5657
2010,SC,Swimming,Boys,1667
2010,SC,Swimming,Girls,2418
2010,SC,Tennis,Boys,2515
2010,SC,Tennis,Girls,2679
2010,SC,Track and Field,Boys,8230
2010,SC,Track and Field,Girls,7316
2010,SC,Volleyball,Boys,280
2010,SC,Volleyball,Girls,6274
2010,SC,Wrestling,Boys,2487
2010,SC,Wrestling,Girls,52
2010,SD,Baseball,Boys,1469
2010,SD,Basketball,Boys,1722
2010,SD,Basketball,Girls,1417
2010,SD,Cross Country,Boys,656
2010,SD,Cross Country,Girls,541
2010,SD,Football,Boys,3248
2010,SD,Football,Girls,4
2010,SD,Golf,Boys,507
2010,SD,Golf,Girls,196
2010,SD,Soccer,Boys,1094
2010,SD,Soccer,Girls,1011
2010,SD,Softball,Girls,1166
2010,SD,Swimming,Boys,317
2010,SD,Swimming,Girls,497
2010,SD,Tennis,Boys,489
2010,SD,Tennis,Girls,539
2010,SD,Track and Field,Boys,1707
2010,SD,Track and Field,Girls,1422
2010,SD,Volleyball,Girls,1271
2010,SD,Wrestling,Boys,976
2010,SD,Wrestling,Girls,20
2010,TN,Baseball,Boys,10003
2010,TN,Basketball,Boys,11155
2010,TN,Basketball,Girls,9207
2010,TN,Cross Country,Boys,4236
2010,TN,Cross Country,Girls,3668
2010,TN,Football,Boys,21892
2010,TN,Football,Girls,28
2010,TN,Golf,Boys,3355
2010,TN,Golf,Girls,1288
2010,TN,Lacrosse,Boys,321
2010,TN,Lacrosse,Girls,201
2010,TN,Soccer,Boys,7456
2010,TN,Soccer,Girls,6661
2010,TN,Softball,Girls,7495
2010,TN,Swimming,Boys,2114
2010,TN,Swimming,Girls,3228
2010,TN,Tennis,Boys,3329
2010,TN,Tennis,Girls,3624
2010,TN,Track and Field,Boys,11080
2010,TN,Track and Field,Girls,9719
2010,TN,Volleyball,Boys,379
2010,TN,Volleyball,Girls,8460
2010,TN,Wrestling,Boys,3188
2010,TN,Wrestling,Girls,68
2010,TX,Baseball,Boys,47089
2010,TX,Basketball,Boys,53494
2010,TX,Basketball,Girls,43909
2010,TX,Cross Country,Boys,20950
2010,TX,Cross Country,Girls,17352
2010,TX,Football,Boys,104380
2010,TX,Football,Girls,129
2010,TX,Golf,Boys,15811
2010,TX,Golf,Girls,6192
2010,TX,Gymnastics,Boys,198
2010,TX,Gymnastics,Girls,2213
2010,TX,Lacrosse,Boys,2619
2010,TX,Lacrosse,Girls,1635
2010,TX,Soccer,Boys,34904
2010,TX,Soccer,Girls,31595
2010,TX,Softball,Girls,36409
2010,TX,Swimming,Boys,10368
2010,TX,Swimming,Girls,15222
2010,TX,Tennis,Boys,15425
2010,TX,Tennis,Girls,17673
2010,TX,Track and Field,Boys,51958
2010,TX,Track and Field,Girls,45324
2010,TX,Volleyball,Boys,1788
2010,TX,Volleyball,Girls,40078
2010,TX,Wrestling,Boys,15645
2010,TX,Wrestling,Girls,323
2010,UT,Baseball,Boys,5365
2010,UT,Basketball,Boys,6297
2010,UT,Basketball,Girls,5338
2010,UT,Cross Country,Boys,2437
2010,UT,Cross Country,Girls,2004
2010,UT,Football,Boys,11933
2010,UT,Football,Girls,15
2010,UT,Golf,Boys,1806
2010,UT,Golf,Girls,717
2010,UT,Gymnastics,Boys,20
2010,UT,Gymnastics,Girls,206
2010,UT,Lacrosse,Boys,174
2010,UT,Lacrosse,Girls,113
2010,UT,Soccer,Boys,4183
2010,UT,Soccer,Girls,3608
2010,UT,Softball,Girls,4259
2010,UT,Swimming,Boys,1161
2010,UT,Swimming,Girls,1843
2010,UT,Tennis,Boys,1751
2010,UT,Tennis,Girls,2024
2010,UT,Track and Field,Boys,6136
2010,UT,Track and Field,Girls,5091
2010,UT,Volleyball,Girls,4481
2010,UT,Wrestling,Boys,2756
2010,UT,Wrestling,Girls,58
2010,VA,Baseball,Boys,12509
2010,VA,Basketball,Boys,14570
2010,VA,Basketball,Girls,12365
2010,VA,Cross Country,Boys,5514
2010,VA,Cross Country,Girls,4778
2010,VA,Field Hockey,Girls,5770
2010,VA,Football,Boys,28240
2010,VA,Football,Girls,36
2010,VA,Golf,Boys,4417
2010,VA,Golf,Girls,1671
2010,VA,Gymnastics,Boys,45
2010,VA,Gymnastics,Girls,486
2010,VA,Ice Hockey,Boys,302
2010,VA,Ice Hockey,Girls,56
2010,VA,Lacrosse,Boys,4151
2010,VA,Lacrosse,Girls,2688
2010,VA,Soccer,Boys,9864
2010,VA,Soccer,Girls,8886
2010,VA,Softball,Girls,10114
2010,VA,Swimming,Boys,2842
2010,VA,Swimming,Girls,4333
2010,VA,Tennis,Boys,4133
2010,VA,Tennis,Girls,4658
2010,VA,Track and Field,Boys,14211
2010,VA,Track and Field,Girls,12616
2010,VA,Volleyball,Boys,951
2010,VA,Volleyball,Girls,10738
2010,VA,Wrestling,Boys,5157
2010,VA,Wrestling,Girls,108
2010,VT,Baseball,Boys,963
2010,VT,Basketball,Boys,1119
2010,VT,Basketball,Girls,972
2010,VT,Cross Country,Boys,437
2010,VT,Cross Country,Girls,361
2010,VT,Field Hockey,Girls,341
2010,VT,Football,Boys,2190
2010,VT,Football,Girls,3
2010,VT,Golf,Boys,331
2010,VT,Golf,Girls,129
2010,VT,Ice Hockey,Boys,232
2010,VT,Ice Hockey,Girls,43
2010,VT,Lacrosse,Boys,214
2010,VT,Lacrosse,Girls,142
2010,VT,Soccer,Boys,741
2010,VT,Soccer,Girls,666
2010,VT,Softball,Girls,749
2010,VT,Swimming,Boys,214
2010,VT,Swimming,Girls,326
2010,VT,Tennis,Boys,329
2010,VT,Tennis,Girls,362
2010,VT,Track and Field,Boys,1129
2010,VT,Track and Field,Girls,980
2010,VT,Volleyball,Girls,853
2010,VT,Wrestling,Boys,326
2010,VT,Wrestling,Girls,7
2010,WA,Baseball,Boys,11329
2010,WA,Basketball,Boys,13229
2010,WA,Basketball,Girls,11128
2010,WA,Cross Country,Boys,5136
2010,WA,Cross Country,Girls,4052
2010,WA,Field Hockey,Girls,389
2010,WA,Football,Boys,25253
2010,WA,Football,Girls,33
2010,WA,Golf,Boys,3877
2010,WA,Golf,Girls,1466
2010,WA,Gymnastics,Boys,40
2010,WA,Gymnastics,Girls,441
2010,WA,Lacrosse,Boys,360
2010,WA,Lacrosse,Girls,235
2010,WA,Soccer,Boys,8305
2010,WA,Soccer,Girls,7812
2010,WA,Softball,Girls,8678
2010,WA,Swimming,Boys,2501
2010,WA,Swimming,Girls,3791
2010,WA,Tennis,Boys,3678
2010,WA,Tennis,Girls,4264
2010,WA,Track and Field,Boys,12656
2010,WA,Track and Field,Girls,11248
2010,WA,Volleyball,Girls,9431
2010,WA,Wrestling,Boys,5773
2010,WA,Wrestling,Girls,118
2010,WI,Baseball,Boys,8805
2010,WI,Basketball,Boys,10174
2010,WI,Basketball,Girls,8358
2010,WI,Cross Country,Boys,3870
2010,WI,Cross Country,Girls,3288
2010,WI,Football,Boys,19868
2010,WI,Football,Girls,25
2010,WI,Golf,Boys,2958
2010,WI,Golf,Girls,1174
2010,WI,Gymnastics,Boys,63
2010,WI,Gymnastics,Girls,692
2010,WI,Ice Hockey,Boys,2429
2010,WI,Ice Hockey,Girls,447
2010,WI,Lacrosse,Boys,967
2010,WI,Lacrosse,Girls,624
2010,WI,Soccer,Boys,6525
2010,WI,Soccer,Girls,5857
2010,WI,Softball,Girls,6755
2010,WI,Swimming,Boys,2010
2010,WI,Swimming,Girls,3015
2010,WI,Tennis,Boys,2905
2010,WI,Tennis,Girls,3386
2010,WI,Track and Field,Boys,10108
2010,WI,Track and Field,Girls,8741
2010,WI,Volleyball,Boys,1035
2010,WI,Volleyball,Girls,7354
2010,WI,Wrestling,Boys,5387
2010,WI,Wrestling,Girls,111
2010,WV,Baseball,Boys,2481
2010,WV,Basketball,Boys,2760
2010,WV,Basketball,Girls,2383
2010,WV,Cross Country,Boys,1104
2010,WV,Cross Country,Girls,888
2010,WV,Football,Boys,5609
2010,WV,Football,Girls,7
2010,WV,Golf,Boys,850
2010,WV,Golf,Girls,328
2010,WV,Soccer,Boys,1900
2010,WV,Soccer,Girls,1636
2010,WV,Softball,Girls,1924
2010,WV,Swimming,Boys,537
2010,WV,Swimming,Girls,836
2010,WV,Tennis,Boys,820
2010,WV,Tennis,Girls,928
2010,WV,Track and Field,Boys,2865
2010,WV,Track and Field,Girls,2439
2010,WV,Volleyball,Girls,2105
2010,WV,Wrestling,Boys,794
2010,WV,Wrestling,Girls,17
2010,WY,Baseball,Boys,985
2010,WY,Basketball,Boys,1168
2010,WY,Basketball,Girls,928
2010,WY,Cross Country,Boys,432
2010,WY,Cross Country,Girls,357
2010,WY,Football,Boys,2208
2010,WY,Football,Girls,3
2010,WY,Golf,Boys,336
2010,WY,Golf,Girls,128
2010,WY,Soccer,Boys,760
2010,WY,Soccer,Girls,668
2010,WY,Softball,Girls,765
2010,WY,Swimming,Boys,217
2010,WY,Swimming,Girls,337
2010,WY,Tennis,Boys,336
2010,WY,Tennis,Girls,366
2010,WY,Track and Field,Boys,1109
2010,WY,Track and Field,Girls,932
2010,WY,Volleyball,Girls,852
2010,WY,Wrestling,Boys,645
2010,WY,Wrestling,Girls,14
2015,AK,Baseball,Boys,1005
2015,AK,Basketball,Boys,1157
2015,AK,Basketball,Girls,960
2015,AK,Cross Country,Boys,446
2015,AK,Cross Country,Girls,375
2015,AK,Football,Boys,2246
2015,AK,Football,Girls,4
2015,AK,Golf,Boys,327
2015,AK,Golf,Girls,134
2015,AK,Ice Hockey,Boys,238
2015,AK,Ice Hockey,Girls,51
2015,AK,Soccer,Boys,786
2015,AK,Soccer,Girls,677
2015,AK,Softball,Girls,766
2015,AK,Swimming,Boys,236
2015,AK,Swimming,Girls,366
2015,AK,Tennis,Boys,332
2015,AK,Tennis,Girls,379
2015,AK,Track and Field,Boys,1159
2015,AK,Track and Field,Girls,965
2015,AK,Volleyball,Girls,857
2015,AK,Wrestling,Boys,315
2015,AK,Wrestling,Girls,13
2015,AL,Baseball,Boys,7670
2015,AL,Basketball,Boys,8818
2015,AL,Basketball,Girls,7608
2015,AL,Cross Country,Boys,3322
2015,AL,Cross Country,Girls,2791
2015,AL,Football,Boys,17479
2015,AL,Football,Girls,26
2015,AL,Golf,Boys,2509
2015,AL,Golf,Girls,1038
2015,AL,Soccer,Boys,5691
2015,AL,Soccer,Girls,5126
2015,AL,Softball,Girls,5817
2015,AL,Swimming,Boys,1767
2015,AL,Swimming,Girls,2714
2015,AL,Tennis,Boys,2510
2015,AL,Tennis,Girls,2738
2015,AL,Track and Field,Boys,8764
2015,AL,Track and Field,Girls,7417
2015,AL,Volleyball,Girls,6696
2015,AL,Wrestling,Boys,2466
2015,AL,Wrestling,Girls,102
2015,AR,Baseball,Boys,4634
2015,AR,Basketball,Boys,5156
2015,AR,Basketball,Girls,4370
2015,AR,Cross Country,Boys,2013
2015,AR,Cross Country,Girls,1723
2015,AR,Football,Boys,10228
2015,AR,Football,Girls,16
2015,AR,Golf,Boys,1500
2015,AR,Golf,Girls,594
2015,AR,Soccer,Boys,3530
2015,AR,Soccer,Girls,3162
2015,AR,Softball,Girls,3489
2015,AR,Swimming,Boys,1068
2015,AR,Swimming,Girls,1653
2015,AR,Tennis,Boys,1492
2015,AR,Tennis,Girls,1711
2015,AR,Track and Field,Boys,5245
2015,AR,Track and Field,Girls,4402
2015,AR,Volleyball,Girls,3996
2015,AR,Wrestling,Boys,1474
2015,AR,Wrestling,Girls,61
2015,AZ,Baseball,Boys,11375
2015,AZ,Basketball,Boys,12869
2015,AZ,Basketball,Girls,10649
2015,AZ,Cross Country,Boys,5035
2015,AZ,Cross Country,Girls,4086
2015,AZ,Football,Boys,25080
2015,AZ,Football,Girls,40
2015,AZ,Golf,Boys,3579
2015,AZ,Golf,Girls,1502
2015,AZ,Gymnastics,Boys,31
2015,AZ,Gymnastics,Girls,334
2015,AZ,Lacrosse,Boys,417
2015,AZ,Lacrosse,Girls,254
2015,AZ,Soccer,Boys,8595
2015,AZ,Soccer,Girls,7595
2015,AZ,Softball,Girls,8538
2015,AZ,Swimming,Boys,2696
2015,AZ,Swimming,Girls,3896
2015,AZ,Tennis,Boys,3669
2015,AZ,Tennis,Girls,4136
2015,AZ,Track and Field,Boys,12537
2015,AZ,Track and Field,Girls,10687
2015,AZ,Volleyball,Boys,1526
2015,AZ,Volleyball,Girls,9331
2015,AZ,Wrestling,Boys,3610
2015,AZ,Wrestling,Girls,150
2015,CA,Baseball,Boys,61510
2015,CA,Basketball,Boys,70098
2015,CA,Basketball,Girls,60641
2015,CA,Cross Country,Boys,27449
2015,CA,Cross Country,Girls,22939
2015,CA,Field Hockey,Girls,3437
2015,CA,Football,Boys,140639
2015,CA,Football,Girls,217
2015,CA,Golf,Boys,19863
2015,CA,Golf,Girls,8327
2015,CA,Gymnastics,Boys,321
2015,CA,Gymnastics,Girls,3339
2015,CA,Lacrosse,Boys,7574
2015,CA,Lacrosse,Girls,4854
2015,CA,Soccer,Boys,47165
2015,CA,Soccer,Girls,41124
2015,CA,Softball,Girls,46664
2015,CA,Swimming,Boys,14084
2015,CA,Swimming,Girls,22234
2015,CA,Tennis,Boys,20272
2015,CA,Tennis,Girls,22050
2015,CA,Track and Field,Boys,67739
2015,CA,Track and Field,Girls,59587
2015,CA,Volleyball,Boys,16610
2015,CA,Volleyball,Girls,53551
2015,CA,Wrestling,Boys,29652
2015,CA,Wrestling,Girls,1247
2015,CO,Baseball,Boys,8482
2015,CO,Basketball,Boys,10295
2015,CO,Basketball,Girls,8564
2015,CO,Cross Country,Boys,3907
2015,CO,Cross Country,Girls,3112
2015,CO,Football,Boys,19853
2015,CO,Football,Girls,30
2015,CO,Golf,Boys,2801
2015,CO,Golf,Girls,1154
2015,CO,Gymnastics,Boys,30
2015,CO,Gymnastics,Girls,322
2015,CO,Ice Hockey,Boys,828
2015,CO,Ice Hockey,Girls,171
2015,CO,Lacrosse,Boys,2064
2015,CO,Lacrosse,Girls,1360
2015,CO,Soccer,Boys,6412
2015,CO,Soccer,Girls,5929
2015,CO,Softball,Girls,6699
2015,CO,Swimming,Boys,2088
2015,CO,Swimming,Girls,3112
2015,CO,Tennis,Boys,2801
2015,CO,Tennis,Girls,3180
2015,CO,Track and Field,Boys,9787
2015,CO,Track and Field,Girls,8261
2015,CO,Volleyball,Boys,399
2015,CO,Volleyball,Girls,7316
2015,CO,Wrestling,Boys,4915
2015,CO,Wrestling,Girls,204
2015,CT,Baseball,Boys,5480
2015,CT,Basketball,Boys,6382
2015,CT,Basketball,Girls,5542
2015,CT,Cross Country,Boys,2441
2015,CT,Cross Country,Girls,2120
2015,CT,Field Hockey,Girls,2842
2015,CT,Football,Boys,13011
2015,CT,Football,Girls,20
2015,CT,Golf,Boys,1796
2015,CT,Golf,Girls,731
2015,CT,Gymnastics,Boys,29
2015,CT,Gymnastics,Girls,308
2015,CT,Ice Hockey,Boys,1531
2015,CT,Ice Hockey,Girls,323
2015,CT,Lacrosse,Boys,2377
2015,CT,Lacrosse,Girls,1553
2015,CT,Soccer,Boys,4159
2015,CT,Soccer,Girls,3815
2015,CT,Softball,Girls,4230
2015,CT,Swimming,Boys,1280
2015,CT,Swimming,Girls,2028
2015,CT,Tennis,Boys,1853
2015,CT,Tennis,Girls,2048
2015,CT,Track and Field,Boys,6340
2015,CT,Track and Field,Girls,5342
2015,CT,Volleyball,Boys,1016
2015,CT,Volleyball,Girls,4765
2015,CT,Wrestling,Boys,1796
2015,CT,Wrestling,Girls,73
2015,DC,Baseball,Boys,986
2015,DC,Basketball,Boys,1197
2015,DC,Basketball,Girls,977
2015,DC,Cross Country,Boys,439
2015,DC,Cross Country,Girls,378
2015,DC,Football,Boys,2254
2015,DC,Football,Girls,4
2015,DC,Golf,Boys,344
2015,DC,Golf,Girls,132
2015,DC,Ice Hockey,Boys,24
2015,DC,Ice Hockey,Girls,5
2015,DC,Lacrosse,Boys,37
2015,DC,Lacrosse,Girls,23
2015,DC,Soccer,Boys,749
2015,DC,Soccer,Girls,688
2015,DC,Softball,Girls,774
2015,DC,Swimming,Boys,245
2015,DC,Swimming,Girls,368
2015,DC,Tennis,Boys,329
2015,DC,Tennis,Girls,373
2015,DC,Track and Field,Boys,1187
2015,DC,Track and Field,Girls,962
2015,DC,Volleyball,Girls,852
2015,DC,Wrestling,Boys,329
2015,DC,Wrestling,Girls,14
2015,DE,Baseball,Boys,1498
2015,DE,Basketball,Boys,1761
2015,DE,Basketball,Girls,1447
2015,DE,Cross Country,Boys,656
2015,DE,Cross Country,Girls,574
2015,DE,Field Hockey,Girls,671
2015,DE,Football,Boys,3451
2015,DE,Football,Girls,5
2015,DE,Golf,Boys,512
2015,DE,Golf,Girls,203
2015,DE,Lacrosse,Boys,563
2015,DE,Lacrosse,Girls,352
2015,DE,Soccer,Boys,1171
2015,DE,Soccer,Girls,1044
2015,DE,Softball,Girls,1194
2015,DE,Swimming,Boys,352
2015,DE,Swimming,Girls,535
2015,DE,Tennis,Boys,492
2015,DE,Tennis,Girls,572
2015,DE,Track and Field,Boys,1773
2015,DE,Track and Field,Girls,1493
2015,DE,Volleyball,Girls,1342
2015,DE,Wrestling,Boys,499
2015,DE,Wrestling,Girls,21
2015,FL,Baseball,Boys,30393
2015,FL,Basketball,Boys,35143
2015,FL,Basketball,Girls,30144
2015,FL,Cross Country,Boys,13552
2015,FL,Cross Country,Girls,11392
2015,FL,Football,Boys,67380
2015,FL,Football,Girls,111
2015,FL,Golf,Boys,10084
2015,FL,Golf,Girls,4061
2015,FL,Gymnastics,Boys,83
2015,FL,Gymnastics,Girls,874
2015,FL,Lacrosse,Boys,5489
2015,FL,Lacrosse,Girls,3639
2015,FL,Soccer,Boys,23562
2015,FL,Soccer,Girls,20488
2015,FL,Softball,Girls,23879
2015,FL,Swimming,Boys,7035
2015,FL,Swimming,Girls,10855
2015,FL,Tennis,Boys,9762
2015,FL,Tennis,Girls,11539
2015,FL,Track and Field,Boys,34185
2015,FL,Track and Field,Girls,29155
2015,FL,Volleyball,Boys,2209
2015,FL,Volleyball,Girls,25827
2015,FL,Wrestling,Boys,9700
2015,FL,Wrestling,Girls,402
2015,GA,Baseball,Boys,17093
2015,GA,Basketball,Boys,19950
2015,GA,Basketball,Girls,16452
2015,GA,Cross Country,Boys,7659
2015,GA,Cross Country,Girls,6165
2015,GA,Football,Boys,37491
2015,GA,Football,Girls,60
2015,GA,Golf,Boys,5671
2015,GA,Golf,Girls,2172
2015,GA,Gymnastics,Boys,46
2015,GA,Gymnastics,Girls,504
2015,GA,Lacrosse,Boys,2445
2015,GA,Lacrosse,Girls,1588
2015,GA,Soccer,Boys,12596
2015,GA,Soccer,Girls,11580
2015,GA,Softball,Girls,12634
2015,GA,Swimming,Boys,3897
2015,GA,Swimming,Girls,5891
2015,GA,Tennis,Boys,5392
2015,GA,Tennis,Girls,6093
2015,GA,Track and Field,Boys,19074
2015,GA,Track and Field,Girls,16697
2015,GA,Volleyball,Boys,766
2015,GA,Volleyball,Girls,14367
2015,GA,Wrestling,Boys,5189
2015,GA,Wrestling,Girls,230
2015,HI,Baseball,Boys,1978
2015,HI,Basketball,Boys,2424
2015,HI,Basketball,Girls,1984
2015,HI,Cross Country,Boys,893
2015,HI,Cross Country,Girls,761
2015,HI,Football,Boys,4624
2015,HI,Football,Girls,8
2015,HI,Golf,Boys,690
2015,HI,Golf,Girls,278
2015,HI,Soccer,Boys,1547
2015,HI,Soccer,Girls,1345
2015,HI,Softball,Girls,1563
2015,HI,Swimming,Boys,470
2015,HI,Swimming,Girls,719
2015,HI,Tennis,Boys,650
2015,HI,Tennis,Girls,753
2015,HI,Track and Field,Boys,2267
2015,HI,Track and Field,Girls,2018
2015,HI,Volleyball,Boys,536
2015,HI,Volleyball,Girls,1700
2015,HI,Wrestling,Boys,647
2015,HI,Wrestling,Girls,27
2015,IA,Baseball,Boys,5133
2015,IA,Basketball,Boys,5812
2015,IA,Basketball,Girls,5018
2015,IA,Cross Country,Boys,2288
2015,IA,Cross Country,Girls,1880
2015,IA,Football,Boys,11587
2015,IA,Football,Girls,18
2015,IA,Golf,Boys,1699
2015,IA,Golf,Girls,688
2015,IA,Gymnastics,Boys,17
2015,IA,Gymnastics,Girls,187
2015,IA,Soccer,Boys,3949
2015,IA,Soccer,Girls,3516
2015,IA,Softball,Girls,3912
2015,IA,Swimming,Boys,1220
2015,IA,Swimming,Girls,1807
2015,IA,Tennis,Boys,1637
2015,IA,Tennis,Girls,1835
2015,IA,Track and Field,Boys,5828
2015,IA,Track and Field,Girls,4854
2015,IA,Volleyball,Girls,4400
2015,IA,Wrestling,Boys,5640
2015,IA,Wrestling,Girls,231
2015,ID,Baseball,Boys,3028
2015,ID,Basketball,Boys,3542
2015,ID,Basketball,Girls,3041
2015,ID,Cross Country,Boys,1364
2015,ID,Cross Country,Girls,1156
2015,ID,Football,Boys,6737
2015,ID,Football,Girls,11
2015,ID,Golf,Boys,1014
2015,ID,Golf,Girls,415
2015,ID,Soccer,Boys,2255
2015,ID,Soccer,Girls,2132
2015,ID,Softball,Girls,2364
2015,ID,Swimming,Boys,726
2015,ID,Swimming,Girls,1086
2015,ID,Tennis,Boys,1001
2015,ID,Tennis,Girls,1128
2015,ID,Track and Field,Boys,3554
2015,ID,Track and Field,Girls,2887
2015,ID,Volleyball,Girls,2674
2015,ID,Wrestling,Boys,1756
2015,ID,Wrestling,Girls,73
2015,IL,Baseball,Boys,20451
2015,IL,Basketball,Boys,23845
2015,IL,Basketball,Girls,19884
2015,IL,Cross Country,Boys,9166
2015,IL,Cross Country,Girls,7397
2015,IL,Football,Boys,45389
2015,IL,Football,Girls,73
2015,IL,Golf,Boys,6600
2015,IL,Golf,Girls,2693
2015,IL,Gymnastics,Boys,105
2015,IL,Gymnastics,Girls,1150
2015,IL,Ice Hockey,Boys,2368
2015,IL,Ice Hockey,Girls,510
2015,IL,Lacrosse,Boys,2965
2015,IL,Lacrosse,Girls,1897
2015,IL,Soccer,Boys,15750
2015,IL,Soccer,Girls,13895
2015,IL,Softball,Girls,15646
2015,IL,Swimming,Boys,4659
2015,IL,Swimming,Girls,7221
2015,IL,Tennis,Boys,6764
2015,IL,Tennis,Girls,7580
2015,IL,Track and Field,Boys,23632
2015,IL,Track and Field,Girls,19447
2015,IL,Volleyball,Boys,3718
2015,IL,Volleyball,Girls,17041
2015,IL,Wrestling,Boys,11902
2015,IL,Wrestling,Girls,483
2015,IN,Baseball,Boys,9960
2015,IN,Basketball,Boys,11525
2015,IN,Basketball,Girls,9560
2015,IN,Cross Country,Boys,4548
2015,IN,Cross Country,Girls,3820
2015,IN,Football,Boys,23320
2015,IN,Football,Girls,37
2015,IN,Golf,Boys,3253
2015,IN,Golf,Girls,1319
2015,IN,Gymnastics,Boys,52
2015,IN,Gymnastics,Girls,573
2015,IN,Lacrosse,Boys,1242
2015,IN,Lacrosse,Girls,769
2015,IN,Soccer,Boys,7845
2015,IN,Soccer,Girls,7023
2015,IN,Softball,Girls,7724
2015,IN,Swimming,Boys,2328
2015,IN,Swimming,Girls,3541
2015,IN,Tennis,Boys,3267
2015,IN,Tennis,Girls,3837
2015,IN,Track and Field,Boys,11420
2015,IN,Track and Field,Girls,9979
2015,IN,Volleyball,Boys,897
2015,IN,Volleyball,Girls,8687
2015,IN,Wrestling,Boys,5953
2015,IN,Wrestling,Girls,241
2015,KS,Baseball,Boys,4565
2015,KS,Basketball,Boys,5445
2015,KS,Basketball,Girls,4379
2015,KS,Cross Country,Boys,2083
2015,KS,Cross Country,Girls,1686
2015,KS,Football,Boys,10225
2015,KS,Football,Girls,16
2015,KS,Golf,Boys,1503
2015,KS,Golf,Girls,607
2015,KS,Gymnastics,Boys,13
2015,KS,Gymnastics,Girls,135
2015,KS,Soccer,Boys,3519
2015,KS,Soccer,Girls,3151
2015,KS,Softball,Girls,3624
2015,KS,Swimming,Boys,1062
2015,KS,Swimming,Girls,1649
2015,KS,Tennis,Boys,1497
2015,KS,Tennis,Girls,1652
2015,KS,Track and Field,Boys,5236
2015,KS,Track and Field,Girls,4348
2015,KS,Volleyball,Girls,3977
2015,KS,Wrestling,Boys,2624
2015,KS,Wrestling,Girls,112
2015,KY,Baseball,Boys,6494
2015,KY,Basketball,Boys,7686
2015,KY,Basketball,Girls,6465
2015,KY,Cross Country,Boys,2877
2015,KY,Cross Country,Girls,2429
2015,KY,Football,Boys,15103
2015,KY,Football,Girls,23
2015,KY,Golf,Boys,2195
2015,KY,Golf,Girls,889
2015,KY,Soccer,Boys,5104
2015,KY,Soccer,Girls,4468
2015,KY,Softball,Girls,5137
2015,KY,Swimming,Boys,1542
2015,KY,Swimming,Girls,2341
2015,KY,Tennis,Boys,2194
2015,KY,Tennis,Girls,2452
2015,KY,Track and Field,Boys,7357
2015,KY,Track and Field,Girls,6589
2015,KY,Volleyball,Boys,918
2015,KY,Volleyball,Girls,5814
2015,KY,Wrestling,Boys,2097
2015,KY,Wrestling,Girls,91
2015,LA,Baseball,Boys,7169
2015,LA,Basketball,Boys,8259
2015,LA,Basketball,Girls,7078
2015,LA,Cross Country,Boys,3064
2015,LA,Cross Country,Girls,2662
2015,LA,Football,Boys,16479
2015,LA,Football,Girls,25
2015,LA,Golf,Boys,2401
2015,LA,Golf,Girls,945
2015,LA,Soccer,Boys,5221
2015,LA,Soccer,Girls,4726
2015,LA,Softball,Girls,5568
2015,LA,Swimming,Boys,1646
2015,LA,Swimming,Girls,2487
2015,LA,Tennis,Boys,2398
2015,LA,Tennis,Girls,2561
2015,LA,Track and Field,Boys,8219
2015,LA,Track and Field,Girls,6944
2015,LA,Volleyball,Girls,6068
2015,LA,Wrestling,Boys,2294
2015,LA,Wrestling,Girls,96
2015,MA,Baseball,Boys,10826
2015,MA,Basketball,Boys,12420
2015,MA,Basketball,Girls,10099
2015,MA,Cross Country,Boys,4780
2015,MA,Cross Country,Girls,4016
